relbow,lelbow,rarmpit,larmpit,rhip,lhip,rknee,lknee,rankle,lankle,correct_form
126.8514219,125.7076286,63.49308404,67.11576425,170.0755669,171.9072814,163.4560118,168.2204703,87.57141211,87.74709557,1
61.97676891,58.71887388,15.83856893,15.46219343,162.2439538,182.1891442,178.8084133,160.003691,117.7134705,107.4200697,0
75.42407703,82.26137225,71.01205185,70.81999658,170.5904015,171.9473331,170.3683927,167.0307084,109.6374437,110.1502678,1
149.5800105,162.8336602,17.01726742,22.64643494,175.5663561,171.9252695,167.252021,172.8936471,86.73473376,90.20927495,0
153.5551376,135.5943701,57.77827848,56.88785962,172.6223413,173.3411176,165.2469515,167.9434289,83.95271477,84.37317089,0
115.0018209,124.4963718,69.74568509,61.75536724,177.3428107,173.691685,164.4599014,168.3688696,105.9344655,106.6583652,1
173.6670819,181.8257486,52.18787239,61.7611517,169.1415164,176.639407,177.529314,182.5977666,130.2107005,139.1501005,0
160.1098297,164.9163097,52.73553928,46.69696475,174.6642355,179.0544022,172.5240361,179.4663483,89.66821258,96.48401581,1
122.0128544,131.8234028,49.01215585,55.94322707,188.4798132,186.6119633,178.570382,184.5094639,90.11417209,96.65812241,0
98.35778497,108.7392217,51.77252729,45.77032493,171.1294387,158.3137107,158.9051027,169.2856081,131.0799496,123.6915895,0
179.3821564,176.3005134,50.7287889,49.28529068,177.2736036,170.3652456,182.1765466,179.72551,101.4171245,113.0905929,0
107.763326,101.5154311,29.43086411,15.0610972,172.602613,171.5851085,167.6598157,181.2924484,105.1193337,107.5647856,0
94.65146171,88.57657898,3.099442622,20.18789346,171.0693959,178.076741,183.1121258,178.4465934,110.1222957,111.877712,0
76.46236997,87.83167577,56.34433678,55.98030258,158.4166834,161.3407749,164.2170255,176.6190681,69.88347408,76.65336219,0
69.36552774,65.09703467,71.125772,68.92157798,173.2285134,177.5935531,172.6707527,182.6581506,101.2102648,101.3203552,0
72.60480994,69.60508939,19.26309854,23.73565545,174.4862223,175.9355225,171.7007015,172.5285553,90.6240017,92.92545992,1
179.4500836,178.94351,51.93654731,45.5988286,172.447842,177.0075011,162.8492121,161.793348,80.12796483,78.60580428,1
172.2097151,179.6876952,68.92946127,76.57697719,171.2435956,164.521209,169.9993282,173.6505753,135.8877777,129.5788672,0
105.6563602,102.6044737,44.82171759,45.35722884,175.4781574,171.4176154,164.5344938,165.6039562,109.5984129,116.1352929,1
95.66551988,97.32601681,54.73509534,61.50079641,171.3968341,168.3045971,168.1991272,173.6927195,86.85697073,91.37295468,0
153.4954705,137.2978525,48.90422546,50.75032032,176.6965494,178.4095207,162.6175413,171.0651712,77.02450282,95.57905791,0
58.82470263,58.28942476,11.87470902,13.21764831,174.1241068,175.9538244,162.592573,171.5340949,77.94562705,85.11532503,1
93.56124639,98.07892685,31.82671942,25.69923338,175.4356834,173.5876032,169.0852673,182.5856016,87.1475398,86.48797239,0
97.11929872,97.47255394,28.19054508,46.62359047,179.3991953,174.2992635,179.4898193,167.7258129,98.01623294,112.2283741,0
111.7402911,111.624305,34.02010468,37.20139207,173.9541329,182.9610049,167.6987027,177.1345556,113.2088342,109.6334644,0
110.4995803,111.7429854,40.42330427,37.62769622,179.4491686,173.0372186,164.3499372,170.4116031,80.75094747,84.67459471,1
130.2987291,122.1760747,55.66851693,64.83079383,168.4686647,167.6345155,184.4681013,174.8304698,94.97871126,87.65716309,0
170.1533857,174.2812963,74.71625875,68.11768292,172.2940666,171.4512047,168.3592304,172.7998969,107.4994842,108.2449498,1
36.48660522,46.96245399,6.832831983,10.67685019,168.72715,150.091494,180.8638107,168.8780098,107.7901673,119.9678834,0
130.2281764,156.7070594,32.84989403,39.01127353,173.1830682,173.5631583,162.8346646,171.5497497,81.73019618,81.73585278,0
144.9493022,151.0191729,41.58788024,49.16841441,161.8759275,154.1505927,152.8407556,154.9623943,82.10878709,87.60394115,0
162.2126538,168.8168147,7.287466027,21.67623921,172.1879168,172.1827788,176.0745206,184.7522647,101.5777877,114.0390409,0
66.61481509,50.31012779,37.29121852,35.71065964,176.0495193,178.4397783,163.0470798,172.0562813,102.599833,107.8716113,0
112.3770614,104.4127862,73.24148262,69.75275548,176.1335862,170.3959083,164.3072767,166.4780122,91.93807253,84.64173833,1
30.63829699,32.50934276,5.527118563,1.789958478,178.2140451,187.2007743,156.505626,159.8220452,103.6718696,110.4140199,0
25.52949141,28.14766573,42.88817158,41.07186515,188.2088302,185.3482036,164.2949128,162.4356792,85.23253915,78.88617139,0
156.484947,145.7891319,35.63434698,47.49449568,174.1485372,177.7242884,178.4547094,177.4442135,79.03120158,80.96771843,0
70.59975276,60.03671542,66.08819453,72.25160482,175.2930112,179.9964662,174.6929909,171.7589961,87.66627422,91.66365895,0
124.0140295,120.3052311,11.91560224,1.444014792,170.2778816,179.3228007,176.0286772,183.5996961,88.73808476,86.4521657,0
168.861317,150.9426024,45.05788035,52.53947954,172.5472313,172.0197908,173.3774116,178.0181582,119.4518185,110.9593898,0
97.6999386,97.11921506,66.84780915,69.36950544,171.7816278,171.4657265,171.1126239,161.6061699,94.63512971,85.46589595,1
126.7072185,145.620954,78.26406334,68.54767301,161.7312884,163.3547067,156.5751039,167.0353347,113.5131225,104.4962305,0
59.23612568,55.70134039,44.86505236,51.82452594,179.4378342,174.0352018,178.7385153,170.1121093,106.5840945,115.2246849,1
113.643041,131.2513423,52.16444713,67.37199656,172.1776085,176.475313,163.2278472,179.3957011,80.00074252,90.87269932,0
152.4955442,156.7339324,12.66351638,12.23204814,159.311889,151.5213833,181.6162174,175.7399194,78.09880246,88.603964,0
90.33087712,88.95257526,23.55329323,14.53404308,170.5527901,172.1124566,172.6932991,180.4099651,107.7767434,109.3037255,0
91.5993223,69.52753647,29.89039781,23.03823517,175.467789,177.6919281,165.1781489,169.5976766,84.12033466,91.61093277,0
124.8671467,131.4233752,48.08151314,52.88937393,174.955709,175.3840995,177.5310797,171.683937,85.92854733,88.03164977,1
83.41355754,72.50325986,35.43897409,28.30979992,171.5658407,171.9281042,160.3826245,166.1221105,96.76980421,111.7453414,0
76.72622908,80.10385443,43.17591127,43.58109101,175.3096595,172.1980462,170.919403,172.2865983,108.6295505,116.2925484,1
95.79998976,100.8657838,72.61098711,62.84899962,176.416795,170.558914,171.2446382,172.6282092,76.91553939,80.51608938,1
60.8036504,74.68660616,13.43305078,13.5717463,176.9792464,176.1567484,172.2839777,161.3135298,78.07102727,86.67300752,0
145.3205256,154.3412192,9.492465207,7.313317198,172.9635335,173.0396498,170.9903653,161.9154792,81.93285877,100.1946893,0
154.5869793,158.583755,59.87738294,50.61793182,170.7953279,164.1426981,174.5997523,169.5781574,90.10272777,97.53967059,0
139.6248115,144.4642028,19.01494929,15.39161104,177.5014698,174.2216917,170.678904,161.0834998,86.49253956,86.77635268,1
72.80664438,84.78066298,59.26915138,48.79335132,172.493736,178.1772798,178.0814209,167.5902331,86.24197788,95.81856187,0
112.8745208,119.5616112,12.35815463,10.46646839,178.8892801,172.1008447,181.0241078,174.5055938,117.9625312,112.3191393,0
151.7203263,161.0720628,22.3221426,24.1563637,170.8754927,176.489571,168.1917469,161.0334226,76.96153899,76.90536084,1
85.54369719,87.4652063,1.605360672,9.869213595,175.7398777,171.5481583,170.2128434,165.8814765,94.83391584,98.98411876,1
38.93922821,47.82338017,5.490706124,14.30108331,182.3836199,183.9819804,154.1479259,163.8539516,88.35926568,96.68628535,0
57.62700388,61.24690616,39.65989015,58.96788564,172.8080762,180.7694744,171.6569589,169.1161713,129.817875,124.8096389,0
87.2049444,85.96195384,62.85501792,66.32318399,172.5421446,170.6237423,182.979645,164.8046195,99.05148797,114.9321446,0
88.78770922,94.80266677,23.41896425,16.7283879,177.5933041,176.8584103,174.8520743,180.4305988,102.6345268,97.2190929,0
100.3211215,90.50001843,28.14153773,37.38125328,171.0476841,171.4264639,176.5425739,178.0011908,116.0130994,111.032593,1
117.0726919,116.377624,49.21732463,49.22118244,178.4762352,173.0880989,182.337743,172.6735696,92.92405272,86.07063729,0
66.94009674,50.01953461,67.58709484,69.71971925,175.3589356,174.0636488,172.7652989,171.7248636,80.87458458,78.03144075,0
45.88627785,39.41309454,54.68377315,48.35872119,180.3408983,182.7258022,175.0852115,181.6198461,108.6726952,99.11493167,0
80.06353888,88.14276591,54.37847858,54.53149858,176.7605044,179.0957473,161.4487778,162.0424308,106.7331011,106.8456336,1
122.4804791,128.3800255,41.30266206,41.61431454,177.2276094,177.7538132,165.3836193,167.8511172,99.56016219,100.5075732,1
137.3055187,153.6742498,72.38085068,63.70883925,171.2258027,170.8309049,179.326537,180.4725185,115.4370762,102.736428,0
125.2942997,132.3515056,3.085405665,0.976809473,179.9164653,177.3587352,162.7319834,168.029944,92.55538551,97.01124562,1
62.11158539,56.30428817,0.194746347,2.942862017,176.2119204,174.3733414,167.463546,172.8327828,108.0781366,98.61219481,1
84.78344673,91.24075863,59.1905225,56.17315398,172.5591678,175.88468,160.7083905,170.0837714,79.08530615,83.69648832,1
73.70790109,78.31835181,51.73726853,53.56924974,175.8370119,174.5619487,165.0636273,174.2550986,76.87429861,84.08538542,1
182.6814533,167.295489,42.04083257,45.17812321,158.4698703,157.7074037,180.1482162,178.5291794,98.22447347,102.522932,0
161.7119876,159.708153,78.18604665,69.37229273,150.395371,160.0160313,174.1963811,169.2260737,102.3381905,94.19144306,0
102.5928041,106.7664587,47.61983109,51.02191618,171.1890937,170.3318023,180.2275337,180.3572298,111.7000456,114.3075454,0
58.65514764,54.36465723,51.91520924,56.59569039,171.8184582,170.8925204,172.7983512,171.3876828,77.81741993,86.81400399,1
76.32683318,69.54904217,9.263465275,1.687690785,169.8038606,168.9325275,180.199834,178.1281422,99.32892281,99.25342548,0
168.1116346,166.1215733,25.34271954,12.99927496,173.0041032,177.0258443,176.8386329,169.5145463,103.5068444,116.8695638,0
121.3700797,116.2925401,18.47056306,22.36747695,179.6203696,170.6314002,168.2340309,167.3752915,114.8036243,104.0215819,0
87.38953332,75.35858838,30.34224697,19.69627933,173.1469153,173.6943597,168.9499291,171.1842372,108.2255588,112.3634752,0
149.6278331,147.4874937,59.97243959,67.49677975,171.6985805,177.4654408,168.2519937,164.7117671,85.50705433,95.29119729,1
124.9302048,106.0510918,5.10958005,3.701364416,178.5315358,170.0881565,171.6955472,165.7954457,82.23076482,82.42091252,0
67.1830439,67.24115185,2.509616461,18.50988174,171.345567,172.530245,179.7933429,174.0135577,98.94703227,98.44154761,0
63.13515839,66.20515895,35.57947305,39.31178396,176.0081059,175.2487599,170.3732171,178.123983,109.0974242,104.4129063,1
130.5324679,132.8392342,42.7417566,50.07865765,174.9649653,170.2709603,184.7724153,177.9604423,103.5991559,111.8169011,0
130.2406026,120.2798673,7.770681131,4.714461373,175.9838617,174.5834964,168.1460687,161.55608,101.1607418,101.0963855,1
144.2835612,149.3964284,38.44319194,32.51662429,170.0132554,176.3843418,172.9307126,171.6843418,76.86626371,81.37299129,1
141.2638642,144.6113065,26.10499336,17.69731935,179.0769948,176.9072671,168.5620015,171.5029931,93.57398716,95.58555581,1
91.17501459,97.95401123,13.69711108,30.92474041,170.8085658,178.6554786,162.2405256,168.5732543,106.7250199,90.98463118,0
86.01255113,91.94884743,31.16924122,23.38744727,184.545169,186.8122626,181.2119168,176.8634538,109.3009653,105.6901722,0
126.818008,130.5211879,57.45125895,46.4449688,173.3003376,170.7327593,170.3803747,160.3684793,81.96536096,79.85123883,0
129.7179734,131.0186565,1.680379455,12.06409733,179.7243763,176.8367727,179.122693,166.5438161,97.16436329,87.87950678,0
138.0285676,134.1521892,43.92565285,23.93610766,175.5532226,171.5651053,163.9755903,150.0934625,94.19387338,79.6075017,0
92.86205258,94.47010618,63.76509811,59.18722478,187.4469048,187.2748193,160.1414788,154.6683631,123.8753886,125.6633617,0
129.3713612,154.8337019,28.91201866,23.43056904,174.2269658,173.9561395,168.2217675,165.2159261,103.2799327,110.0347917,0
90.24529242,92.046628,64.13366839,60.91797146,179.9184963,174.567012,170.5191897,180.3130176,110.3058086,110.787694,0
114.1066754,113.2059778,16.72042327,18.68290055,173.1065612,170.1920091,167.8260856,171.2593802,105.3566888,97.2079037,1
101.4532873,106.0019301,36.8078966,21.00539799,176.0152669,170.3616769,164.0154879,171.5000166,100.2698543,102.3819796,0
90.07951036,94.10745339,69.04828815,68.74980702,178.7935958,176.6742355,171.6795538,161.8602742,115.6973492,116.2257058,1
73.00266899,95.08597713,23.26729873,33.22329728,171.7635875,173.6200588,173.6187107,174.0699034,85.27338287,82.06638405,0
83.00196265,79.74990653,9.122700884,8.059137889,172.727602,171.0540517,177.4727941,170.8754056,100.4340888,99.11080122,1
73.19061525,76.99882165,63.12752939,72.47216707,177.5768588,173.9635827,175.0707481,166.6399035,106.4105466,115.762107,1
159.4660609,169.3038441,72.91162839,68.40405181,177.9075669,177.7767654,167.3372977,164.9823782,107.7655357,116.5172443,1
140.2779293,143.0115768,66.39144371,74.40695847,164.861848,150.6216044,158.8934786,159.2983917,71.27942741,74.95887609,0
116.0544209,98.16263653,9.214079004,4.761243908,155.0792532,157.5032636,158.0900437,177.7122192,82.02386173,84.43758925,0
82.46918091,84.62461025,54.22710057,48.9713067,170.6683724,175.9864102,163.0618799,171.7994609,88.97222646,97.95601401,1
102.058707,94.60759077,44.29434986,50.58741034,176.3099121,177.5135602,178.5153318,172.4614242,82.17976094,91.11714313,1
119.6005937,115.6932689,54.83992889,49.77715214,171.4435555,176.1887074,164.2201653,167.9720389,88.46970342,93.27884372,1
146.5995755,136.1741393,22.55074789,4.293381305,171.848682,179.6671977,165.3785032,182.8265388,93.98429133,95.79217032,0
33.20057812,42.1739774,72.95619734,60.17830763,173.2725991,158.9397552,179.6943786,173.642019,65.77988003,82.24591446,0
78.87558976,76.01057305,62.64591942,71.88995598,177.7809498,174.6998555,167.7892799,165.9665822,119.2234871,112.6027046,1
122.4979797,124.711384,31.90395147,29.12564668,173.2034311,174.9748589,170.0170345,165.2055124,112.726148,109.5470976,1
58.58274979,52.80025458,30.53986736,23.3063849,170.719251,171.5724354,162.2164779,169.4997279,101.4188693,113.0700492,0
97.119416,97.19601695,71.61194758,73.61144493,173.3727043,171.3608314,165.8082097,164.1230358,106.2099917,111.2921522,1
120.0461398,123.5273391,11.77518857,13.50081755,170.3868992,170.4962196,162.9553279,162.0775644,80.85699507,78.70684111,1
92.95615186,74.82747309,28.94501568,30.79926146,184.8599583,175.859115,164.8040093,154.1810197,123.5789072,120.2714446,0
95.97265489,94.08245557,30.60579055,34.40178435,172.3125212,181.4250308,161.6632743,166.8668768,66.18155402,68.38739481,0
104.1985789,94.70396929,67.01092081,71.66276903,175.8101327,172.2739949,176.0782896,172.5442885,81.48299349,77.12411449,1
64.77190149,63.5609134,60.13988566,65.85783357,179.5698254,179.2998379,180.9746184,172.7507159,124.1813619,115.0806964,0
164.0269508,158.6965549,28.05733126,16.94903091,181.0713763,163.2381253,161.5877195,169.4692842,118.2555429,116.3768593,0
148.4878009,160.9176343,49.04935273,37.02007728,176.6333141,167.7899887,162.9571963,175.0196132,108.669828,103.9816531,0
135.4855463,124.3384709,62.76134954,43.85777913,171.1098857,175.4573652,181.4710121,163.2050924,83.80258926,88.00378933,0
178.9896997,162.5070944,7.984705867,4.80444876,179.3025067,174.5091754,173.9560613,179.4402549,108.7599595,96.55632404,0
51.13250763,64.19366825,24.47670455,23.36832529,172.5835637,176.6695664,170.2227275,178.0772411,97.85856074,102.2974918,0
79.13298722,86.3773563,11.74717719,5.899086117,176.8393774,175.2896645,170.5128112,177.2946339,75.29908293,84.18802019,1
27.01317473,29.80923461,4.020246804,0.882745403,185.0145183,176.9974857,168.4861819,176.1937384,130.001387,138.348476,0
114.9935215,143.4256454,43.38798021,36.41464973,178.6711848,176.491879,172.7398444,167.742451,116.2983915,112.8756338,0
31.10843251,21.55662006,37.5272231,40.46348681,156.648678,153.3069661,155.6033203,154.2507303,96.38287147,106.2999143,0
67.87412693,83.32835776,29.25421652,12.44616381,170.3374817,179.2049313,178.196809,166.9298289,98.0648836,98.36160723,0
98.70347212,106.2735465,63.0274158,59.57824769,175.7627282,174.3923046,180.5563751,179.5575308,110.6372889,112.0769775,0
125.5676424,136.8735189,11.48335209,5.657262644,173.6413863,171.7515699,163.5695549,170.9164796,88.00090687,97.60924095,0
117.2072885,123.0975964,64.79975268,71.14561313,177.1613777,172.7907718,165.5940392,166.7674616,84.73040761,76.34341029,1
100.4175017,96.9567255,15.3585932,8.213977917,178.3411568,170.3200819,157.8109838,165.6585347,61.4225516,69.24986075,0
156.3075472,146.149097,46.29764806,47.69396438,162.8902244,166.4363909,155.2343059,160.4787587,67.17089993,79.9976131,0
95.87019423,93.16839207,66.15121836,60.33685689,172.9475363,172.6394725,178.3537057,175.456352,97.81495329,89.22212178,1
107.4433684,125.7030522,70.56296522,61.43784092,171.817283,172.449543,171.640414,165.0502048,114.9963814,110.3887686,0
114.8463952,115.4085436,11.49202567,8.311886309,176.9577243,174.6120641,161.1625812,170.6516797,75.89557957,85.60714659,1
113.4148911,103.8917495,59.95258297,67.07185484,169.2019515,164.120294,165.2936862,166.8596991,84.68312847,93.226171,0
167.6806524,159.1316648,25.01745447,34.60697586,175.7940598,185.7544339,168.6801695,161.5625382,123.5474692,120.3978447,0
119.4833102,127.1568944,53.9863594,61.71471615,177.3486826,175.0633166,168.602159,174.7359616,95.38579637,93.43934514,1
53.58741289,44.88003896,42.02420079,51.95355037,151.6310823,163.3626853,156.9160749,168.1763402,84.44696527,103.2734047,0
161.207721,158.7468145,27.10965862,18.82546706,171.5537724,179.6253431,166.8618354,174.0570958,104.8227427,113.7617513,1
80.50641398,74.78235359,46.72883105,49.28786189,176.5560302,178.0349508,174.3167754,175.4539473,107.1573356,115.6341774,1
134.6727413,131.016999,68.58283148,71.42852727,176.3856634,172.6768202,173.4334712,163.8279448,92.63538199,96.52907025,1
91.79610609,89.85726034,61.4123513,65.01143635,175.1053825,179.810632,162.6923301,162.4704547,96.77747652,115.6736411,0
116.8048251,116.0039197,58.34338293,61.76192895,173.0124653,177.0710723,161.6729044,162.1661307,90.6918955,81.63062239,1
100.280786,104.0157673,61.94216406,68.8418586,178.8942321,171.675452,164.3247029,178.3332479,77.40196689,88.47282041,0
44.76880976,37.17428686,4.739015192,3.834105024,183.2613995,175.1410734,152.8333302,154.0268828,90.40744823,99.88406637,0
167.9212408,160.8740198,34.47205105,27.83162286,173.4253939,172.6876113,162.1589365,170.167364,105.6531595,112.5179219,1
153.5085539,153.6735729,53.81118945,44.44882067,178.7088416,184.6674658,156.5840273,158.64961,127.1450909,129.6148983,0
88.96010474,93.11517222,55.99954878,56.98915676,173.5328987,171.6313828,169.4782853,169.6271854,107.3994072,112.3933354,1
104.9610759,102.6805707,18.07966234,25.11005859,179.5124248,176.3695449,174.7803994,182.2742054,95.80453757,95.36302862,0
62.74671176,80.63023909,27.503901,19.52956087,177.1976024,172.8000185,170.748546,166.0828803,93.8171431,95.13964336,0
86.78479997,80.22391751,47.69671455,55.42789992,178.4183399,172.1260512,171.6429515,163.9945329,97.35267595,105.5665222,1
144.7146388,156.3246902,0.999315702,7.622821153,179.2384834,178.8886921,172.4984083,163.6070548,112.6276204,112.0178615,0
50.7654752,50.72611667,59.27980726,63.98017543,166.6500478,162.7664715,153.4841683,160.6730716,129.1180345,133.5809323,0
158.890519,139.4922031,31.33375799,43.6641274,174.9871139,176.3845977,176.9992772,181.5448488,108.3251716,98.36181692,0
147.1792492,144.1588985,22.24952037,32.02515679,163.4933553,172.2982176,162.7843895,172.1744376,106.5295214,101.3698989,0
83.05012069,82.74034852,41.94149317,48.75012428,173.6522449,170.8786657,178.2759612,168.6446539,112.7562516,103.6449185,1
110.6160389,97.9340045,25.11233474,28.10191633,179.0846344,173.5718611,173.6813204,174.2060729,104.70064,101.3438395,0
114.6395737,111.9147301,54.40484274,60.67095974,177.7148493,179.5057213,166.4034037,173.1396216,107.023703,105.8438988,1
100.2725792,112.6090621,74.31419327,69.47850087,179.2631438,178.5607897,165.6861174,164.8235309,77.17894962,78.95874541,0
108.7395914,103.8978399,58.58909448,63.44522168,174.9003449,170.3878518,161.1298883,167.1363874,113.3931432,110.7491527,1
61.35114028,61.33678502,23.24112031,18.89220536,175.6554718,179.6765868,176.461611,173.2285036,106.9024781,115.4918139,1
73.19752808,66.97856018,20.58221672,38.93744634,170.5303682,173.1281291,165.1447638,172.2674402,91.37388391,107.4023016,0
67.32166282,51.99711494,28.65487582,48.01396958,179.2133613,177.4875874,175.6434009,161.0862766,85.23828786,84.17368515,0
123.1159695,122.346053,63.85372143,58.63916174,173.7945731,178.2777227,176.239491,177.1339837,100.8311651,107.0896376,1
151.1973895,124.0467585,54.42946532,46.19021965,177.7432526,179.9097806,178.3125187,178.3886566,110.3281002,104.3372667,0
61.7876653,52.76022377,28.52243674,22.85744689,158.7778018,168.4492429,162.707034,165.8954471,105.600735,112.3592273,0
133.9617389,135.7177864,15.62600094,35.04041125,179.9817514,178.6260596,183.5595829,173.6060238,81.56583275,82.00271411,0
101.7742114,117.4077369,7.912403788,15.98072091,178.2044169,172.4260136,179.3768899,172.8329063,101.6340531,106.4958392,0
152.0712648,145.3613514,34.41760091,41.9982555,179.9023707,182.2491838,156.3171982,151.2483785,105.5834829,110.2357406,0
131.7954622,107.6290191,68.27946269,70.82656004,172.4950945,178.2802629,171.4950066,177.6489098,84.87977665,79.74110326,0
129.494539,136.2974074,44.31236856,38.28788443,178.0273047,178.6895051,173.0368959,162.0338944,113.6302528,101.4059164,0
123.5277649,120.2365496,37.41909411,28.35859554,156.6348509,159.4219375,152.8660245,159.8750115,103.5458452,115.1142441,0
90.64103303,89.72914194,41.859094,35.53296539,173.4001838,177.9773946,176.7570483,176.3073334,106.1563589,96.30888066,1
89.67768876,92.48423468,54.10041727,46.19260659,174.7857072,177.9211065,178.4564646,172.7808977,103.1025184,101.0638317,1
157.9244354,164.6084853,28.04303649,33.34298513,155.6551763,163.6209012,150.6852975,153.472442,128.1063783,137.5896529,0
146.6530646,144.8102251,65.22808212,73.39214707,172.1025801,176.7792079,177.448952,178.5614049,91.61823953,101.5017983,1
164.8896528,154.8997281,31.84943438,41.58573045,170.1719543,171.2011083,168.7572251,173.857671,104.711067,94.9628799,1
171.3322291,165.9980152,17.86656354,36.41308828,169.8903463,174.9524258,152.8733296,152.2017391,102.7106749,112.3451515,0
134.8857593,142.1953,67.71451674,64.8761339,171.1813109,175.1835994,177.776759,181.9297392,82.29228218,77.57660653,0
127.5897761,137.0655968,72.36630763,66.15096261,172.8839557,173.278238,174.8331457,183.4457499,106.620116,97.38576213,0
97.8694926,101.7157718,53.35912781,49.67909241,173.0013101,179.1625614,166.3463532,164.8467109,81.36754307,77.46321136,1
137.475756,133.0918992,17.15244054,8.557436373,173.7853163,172.1132668,173.9100776,172.3991379,111.0910953,115.9220997,1
101.5973043,88.38869137,8.305920393,0.552686492,159.0078655,163.2788318,183.8596245,180.5527187,84.29531483,97.40056954,0
90.77997596,80.52744408,53.24650047,59.07582778,172.3215891,170.4053681,167.2328362,181.7101855,81.36259414,94.614371,0
71.79829442,61.09015336,45.62563507,39.25611173,177.877771,179.1601028,162.4758267,176.8151311,103.8238933,101.7963038,0
165.5163202,158.0567954,59.0032336,51.8129723,172.0692798,175.2793073,170.0558918,170.1475839,77.96790618,86.95589739,1
103.010316,118.2653039,46.90321618,49.36741113,164.6719541,151.5719005,172.9524806,180.9739135,103.5304586,123.3467528,0
86.68747296,96.58734794,19.93119897,14.25556482,153.1931555,154.6153773,173.4195273,177.1004961,71.29233074,74.62921865,0
83.1916359,88.12357598,24.64076355,18.77084637,178.6690365,175.0178361,178.7738294,169.6867452,85.3097547,89.32960374,1
67.45842879,79.73665649,25.45142228,13.46905945,170.7107174,175.7049242,174.1886638,168.4737263,101.6034279,103.850569,0
133.7329367,141.3598669,72.10428027,64.48025196,176.3222851,170.6563527,167.5438054,160.5486188,110.7610555,104.9921589,1
140.4791093,121.0378507,39.99034552,47.37515573,175.5074343,176.1212548,175.7838948,170.3645158,86.4231523,88.38455799,0
147.3346632,148.2050431,54.73659697,58.6333544,174.1167537,170.7836464,178.4655772,182.0910441,94.908287,91.98091728,0
115.7021426,123.1645176,50.1493213,49.00853608,184.0915604,179.3568394,179.3940197,176.6754678,112.0583266,110.8224063,0
42.12176181,49.89868411,33.99160707,40.29518152,172.8373498,176.156825,167.2999055,170.2587743,96.52224324,99.80371155,0
88.96842936,94.89218521,34.30971074,27.72245607,179.4352922,174.4122871,171.0642798,164.0147515,80.17944587,80.82476177,1
102.1305093,108.2224977,19.77028207,19.18217005,179.747711,176.8086617,162.8167085,166.1266478,91.06875233,93.21309344,1
97.70253258,107.1508671,56.77836852,51.5592187,156.5542377,164.6580908,154.7521444,160.1113954,85.7676246,94.25414369,0
117.69194,108.9124273,33.52102247,43.36156365,176.626348,173.5627677,173.3629242,176.576635,115.1642326,117.892443,1
89.948467,86.28910568,14.11172714,23.25636639,156.083128,157.4829532,166.7598293,168.8385712,73.1117319,66.5987872,0
175.9071109,169.3496449,46.69347006,45.14804823,170.9779052,175.2795539,181.7537756,168.5899313,93.03631125,82.04928745,0
149.709595,145.3516126,73.45962243,65.06487454,173.029002,178.8372809,182.3260288,176.7836097,95.52290922,89.34436441,0
49.96784057,47.73525638,57.30773768,59.00816372,175.7920741,172.4620773,160.027682,163.4329185,136.7799137,131.4059317,0
41.02339107,54.03595784,32.49213333,16.90900997,162.3750887,180.7720177,178.2365988,167.9908104,73.85697363,84.52569621,0
73.02594345,71.40815066,69.14143891,76.59097792,170.3536742,162.1331875,165.1378314,169.8175351,91.17898291,92.02322976,0
